gene_name	uniprot	is_complex	protein_name	complex_name	id_cp_interaction	Arterial EC	BEST4 enterocyte prog	Enteric neurons	Erythroblasts	FOXL1 FLC	Goblet prog	ICC	LGR5 stem	Lymphatic EC	NTS+ cells	Neural crest cells	SMC	UPK3B Serosa	Venous EC	WNT4 FLC	cycling cells 1	cycling cells 2	early enterocyte 1	early enterocyte 2	enterocyte	enteroendocrine	immune cells	mesoderm 1	mesoderm 2	myofibroblast	pericyte	uniform progenitor
ITGB1	P05556	True	ITB1_HUMAN	aVb1 complex	CPI-SC067AD890A	8.328	0.951	1.728	0.419	3.877	0.994	3.472	0.983	3.938	0.935	1.357	3.128	3.505	4.157	2.518	0.898	0.843	0.616	0.79	1.404	1.501	0.966	2.161	3.212	2.914	3.812	1.033
ITGA10	O75578	True	ITA10_HUMAN	a10b1 complex	CPI-SC01C699B73	0.0	0.0	0.008	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.002	0.0	0.068	0.021	0.005	0.002	0.0	0.0	0.0	0.018	0.0	0.008	0.003	0.0	0.0	0.002
ITGA10	O75578	True	ITA10_HUMAN	a10b1 complex	CPI-SC00A0B0892	0.0	0.0	0.008	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.002	0.0	0.068	0.021	0.005	0.002	0.0	0.0	0.0	0.018	0.0	0.008	0.003	0.0	0.0	0.002
ITGA10	O75578	True	ITA10_HUMAN	a10b1 complex	CPI-SC07ECBFCA7	0.0	0.0	0.008	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.002	0.0	0.068	0.021	0.005	0.002	0.0	0.0	0.0	0.018	0.0	0.008	0.003	0.0	0.0	0.002
ITGA10	O75578	True	ITA10_HUMAN	a10b1 complex	CPI-SC0DA298BEC	0.0	0.0	0.008	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.002	0.0	0.068	0.021	0.005	0.002	0.0	0.0	0.0	0.018	0.0	0.008	0.003	0.0	0.0	0.002
ITGA10	O75578	True	ITA10_HUMAN	a10b1 complex	CPI-SC067433F6B	0.0	0.0	0.008	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.002	0.0	0.068	0.021	0.005	0.002	0.0	0.0	0.0	0.018	0.0	0.008	0.003	0.0	0.0	0.002
ITGA10	O75578	True	ITA10_HUMAN	a10b1 complex	CPI-SC0B6F1A278	0.0	0.0	0.008	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.002	0.0	0.068	0.021	0.005	0.002	0.0	0.0	0.0	0.018	0.0	0.008	0.003	0.0	0.0	0.002
ITGA10	O75578	True	ITA10_HUMAN	a10b1 complex	CPI-SC0D19BAF15	0.0	0.0	0.008	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.002	0.0	0.068	0.021	0.005	0.002	0.0	0.0	0.0	0.018	0.0	0.008	0.003	0.0	0.0	0.002
ITGA10	O75578	True	ITA10_HUMAN	a10b1 complex	CPI-SC0F516B854	0.0	0.0	0.008	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.002	0.0	0.068	0.021	0.005	0.002	0.0	0.0	0.0	0.018	0.0	0.008	0.003	0.0	0.0	0.002
ITGA10	O75578	True	ITA10_HUMAN	a10b1 complex	CPI-SC011F01833	0.0	0.0	0.008	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.002	0.0	0.068	0.021	0.005	0.002	0.0	0.0	0.0	0.018	0.0	0.008	0.003	0.0	0.0	0.002
ITGA10	O75578	True	ITA10_HUMAN	a10b1 complex	CPI-SC0FA79E269	0.0	0.0	0.008	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.002	0.0	0.068	0.021	0.005	0.002	0.0	0.0	0.0	0.018	0.0	0.008	0.003	0.0	0.0	0.002
ITGA10	O75578	True	ITA10_HUMAN	a10b1 complex	CPI-SC04936738A	0.0	0.0	0.008	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.002	0.0	0.068	0.021	0.005	0.002	0.0	0.0	0.0	0.018	0.0	0.008	0.003	0.0	0.0	0.002
ITGA10	O75578	True	ITA10_HUMAN	a10b1 complex	CPI-SC02B111AB0	0.0	0.0	0.008	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.002	0.0	0.068	0.021	0.005	0.002	0.0	0.0	0.0	0.018	0.0	0.008	0.003	0.0	0.0	0.002
ITGA10	O75578	True	ITA10_HUMAN	a10b1 complex	CPI-SC0CE851065	0.0	0.0	0.008	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.002	0.0	0.068	0.021	0.005	0.002	0.0	0.0	0.0	0.018	0.0	0.008	0.003	0.0	0.0	0.002
ITGA10	O75578	True	ITA10_HUMAN	a10b1 complex	CPI-SC07375C073	0.0	0.0	0.008	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.002	0.0	0.068	0.021	0.005	0.002	0.0	0.0	0.0	0.018	0.0	0.008	0.003	0.0	0.0	0.002
ITGA10	O75578	True	ITA10_HUMAN	a10b1 complex	CPI-SC0D6C777F2	0.0	0.0	0.008	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.002	0.0	0.068	0.021	0.005	0.002	0.0	0.0	0.0	0.018	0.0	0.008	0.003	0.0	0.0	0.002
ITGA10	O75578	True	ITA10_HUMAN	a10b1 complex	CPI-SC0F74C069F	0.0	0.0	0.008	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.002	0.0	0.068	0.021	0.005	0.002	0.0	0.0	0.0	0.018	0.0	0.008	0.003	0.0	0.0	0.002
ITGA10	O75578	True	ITA10_HUMAN	a10b1 complex	CPI-SC041DEF0FB	0.0	0.0	0.008	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.002	0.0	0.068	0.021	0.005	0.002	0.0	0.0	0.0	0.018	0.0	0.008	0.003	0.0	0.0	0.002
ITGA10	O75578	True	ITA10_HUMAN	a10b1 complex	CPI-SC0C907A888	0.0	0.0	0.008	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.002	0.0	0.068	0.021	0.005	0.002	0.0	0.0	0.0	0.018	0.0	0.008	0.003	0.0	0.0	0.002
ITGA10	O75578	True	ITA10_HUMAN	a10b1 complex	CPI-SC08B1D5269	0.0	0.0	0.008	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.002	0.0	0.068	0.021	0.005	0.002	0.0	0.0	0.0	0.018	0.0	0.008	0.003	0.0	0.0	0.002
ITGA10	O75578	True	ITA10_HUMAN	a10b1 complex	CPI-SC0F8101D41	0.0	0.0	0.008	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.002	0.0	0.068	0.021	0.005	0.002	0.0	0.0	0.0	0.018	0.0	0.008	0.003	0.0	0.0	0.002
ITGA10	O75578	True	ITA10_HUMAN	a10b1 complex	CPI-SC087556B01	0.0	0.0	0.008	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.002	0.0	0.068	0.021	0.005	0.002	0.0	0.0	0.0	0.018	0.0	0.008	0.003	0.0	0.0	0.002
ITGA10	O75578	True	ITA10_HUMAN	a10b1 complex	CPI-SC08E75294D	0.0	0.0	0.008	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.002	0.0	0.068	0.021	0.005	0.002	0.0	0.0	0.0	0.018	0.0	0.008	0.003	0.0	0.0	0.002
ITGA10	O75578	True	ITA10_HUMAN	a10b1 complex	CPI-SC0017F527E	0.0	0.0	0.008	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.002	0.0	0.068	0.021	0.005	0.002	0.0	0.0	0.0	0.018	0.0	0.008	0.003	0.0	0.0	0.002
ITGA10	O75578	True	ITA10_HUMAN	a10b1 complex	CPI-SC00C0800EB	0.0	0.0	0.008	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.002	0.0	0.068	0.021	0.005	0.002	0.0	0.0	0.0	0.018	0.0	0.008	0.003	0.0	0.0	0.002
ITGA10	O75578	True	ITA10_HUMAN	a10b1 complex	CPI-SC0A3F146C2	0.0	0.0	0.008	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.002	0.0	0.068	0.021	0.005	0.002	0.0	0.0	0.0	0.018	0.0	0.008	0.003	0.0	0.0	0.002
ITGA10	O75578	True	ITA10_HUMAN	a10b1 complex	CPI-SC008F4294F	0.0	0.0	0.008	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.002	0.0	0.068	0.021	0.005	0.002	0.0	0.0	0.0	0.018	0.0	0.008	0.003	0.0	0.0	0.002
ITGA10	O75578	True	ITA10_HUMAN	a10b1 complex	CPI-SC0A199B69E	0.0	0.0	0.008	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.002	0.0	0.068	0.021	0.005	0.002	0.0	0.0	0.0	0.018	0.0	0.008	0.003	0.0	0.0	0.002
ITGA10	O75578	True	ITA10_HUMAN	a10b1 complex	CPI-SC015980AEB	0.0	0.0	0.008	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.002	0.0	0.068	0.021	0.005	0.002	0.0	0.0	0.0	0.018	0.0	0.008	0.003	0.0	0.0	0.002
ITGA10	O75578	True	ITA10_HUMAN	a10b1 complex	CPI-SC0F94B2CF9	0.0	0.0	0.008	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.002	0.0	0.068	0.021	0.005	0.002	0.0	0.0	0.0	0.018	0.0	0.008	0.003	0.0	0.0	0.002
ITGA10	O75578	True	ITA10_HUMAN	a10b1 complex	CPI-SC05565E8CE	0.0	0.0	0.008	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.002	0.0	0.068	0.021	0.005	0.002	0.0	0.0	0.0	0.018	0.0	0.008	0.003	0.0	0.0	0.002
ITGA10	O75578	True	ITA10_HUMAN	a10b1 complex	CPI-SC0517A327B	0.0	0.0	0.008	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.002	0.0	0.068	0.021	0.005	0.002	0.0	0.0	0.0	0.018	0.0	0.008	0.003	0.0	0.0	0.002
ITGA10	O75578	True	ITA10_HUMAN	a10b1 complex	CPI-SC067EE23E1	0.0	0.0	0.008	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.002	0.0	0.068	0.021	0.005	0.002	0.0	0.0	0.0	0.018	0.0	0.008	0.003	0.0	0.0	0.002
ITGA10	O75578	True	ITA10_HUMAN	a10b1 complex	CPI-SC09DFB2ACA	0.0	0.0	0.008	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.002	0.0	0.068	0.021	0.005	0.002	0.0	0.0	0.0	0.018	0.0	0.008	0.003	0.0	0.0	0.002
ITGA10	O75578	True	ITA10_HUMAN	a10b1 complex	CPI-SC090311934	0.0	0.0	0.008	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.002	0.0	0.068	0.021	0.005	0.002	0.0	0.0	0.0	0.018	0.0	0.008	0.003	0.0	0.0	0.002
ITGA10	O75578	True	ITA10_HUMAN	a10b1 complex	CPI-SC05D8C0EF5	0.0	0.0	0.008	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.002	0.0	0.068	0.021	0.005	0.002	0.0	0.0	0.0	0.018	0.0	0.008	0.003	0.0	0.0	0.002
ITGA10	O75578	True	ITA10_HUMAN	a10b1 complex	CPI-SC0725E3A76	0.0	0.0	0.008	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.002	0.0	0.068	0.021	0.005	0.002	0.0	0.0	0.0	0.018	0.0	0.008	0.003	0.0	0.0	0.002
ITGA10	O75578	True	ITA10_HUMAN	a10b1 complex	CPI-SC0C9CBDD21	0.0	0.0	0.008	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.002	0.0	0.068	0.021	0.005	0.002	0.0	0.0	0.0	0.018	0.0	0.008	0.003	0.0	0.0	0.002
ITGA10	O75578	True	ITA10_HUMAN	a10b1 complex	CPI-SC0BA1D5E00	0.0	0.0	0.008	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.002	0.0	0.068	0.021	0.005	0.002	0.0	0.0	0.0	0.018	0.0	0.008	0.003	0.0	0.0	0.002
ITGA10	O75578	True	ITA10_HUMAN	a10b1 complex	CPI-SC0147A8A42	0.0	0.0	0.008	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.002	0.0	0.068	0.021	0.005	0.002	0.0	0.0	0.0	0.018	0.0	0.008	0.003	0.0	0.0	0.002
ITGA10	O75578	True	ITA10_HUMAN	a10b1 complex	CPI-SC08938BB1C	0.0	0.0	0.008	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.002	0.0	0.068	0.021	0.005	0.002	0.0	0.0	0.0	0.018	0.0	0.008	0.003	0.0	0.0	0.002
ITGA10	O75578	True	ITA10_HUMAN	a10b1 complex	CPI-SC02131C05A	0.0	0.0	0.008	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.002	0.0	0.068	0.021	0.005	0.002	0.0	0.0	0.0	0.018	0.0	0.008	0.003	0.0	0.0	0.002
ITGA10	O75578	True	ITA10_HUMAN	a10b1 complex	CPI-SC0BF16A11C	0.0	0.0	0.008	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.002	0.0	0.068	0.021	0.005	0.002	0.0	0.0	0.0	0.018	0.0	0.008	0.003	0.0	0.0	0.002
ITGA10	O75578	True	ITA10_HUMAN	a10b1 complex	CPI-SC06B4C6DD5	0.0	0.0	0.008	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.002	0.0	0.068	0.021	0.005	0.002	0.0	0.0	0.0	0.018	0.0	0.008	0.003	0.0	0.0	0.002
ITGA11	Q9UKX5	True	ITA11_HUMAN	a11b1 complex	CPI-SC07E0348EF	0.0	0.0	0.001	0.0	0.179	0.0	0.0	0.0	0.0	0.0	0.002	0.002	0.0	0.0	0.013	0.0	0.0	0.0	0.01	0.0	0.0	0.0	0.004	0.139	0.007	0.168	0.002
ITGA11	Q9UKX5	True	ITA11_HUMAN	a11b1 complex	CPI-SC05CE52A12	0.0	0.0	0.001	0.0	0.179	0.0	0.0	0.0	0.0	0.0	0.002	0.002	0.0	0.0	0.013	0.0	0.0	0.0	0.01	0.0	0.0	0.0	0.004	0.139	0.007	0.168	0.002
ITGA11	Q9UKX5	True	ITA11_HUMAN	a11b1 complex	CPI-SC0F7E26271	0.0	0.0	0.001	0.0	0.179	0.0	0.0	0.0	0.0	0.0	0.002	0.002	0.0	0.0	0.013	0.0	0.0	0.0	0.01	0.0	0.0	0.0	0.004	0.139	0.007	0.168	0.002
ITGA11	Q9UKX5	True	ITA11_HUMAN	a11b1 complex	CPI-SC0CF621D48	0.0	0.0	0.001	0.0	0.179	0.0	0.0	0.0	0.0	0.0	0.002	0.002	0.0	0.0	0.013	0.0	0.0	0.0	0.01	0.0	0.0	0.0	0.004	0.139	0.007	0.168	0.002
ITGA11	Q9UKX5	True	ITA11_HUMAN	a11b1 complex	CPI-SC0A8902C85	0.0	0.0	0.001	0.0	0.179	0.0	0.0	0.0	0.0	0.0	0.002	0.002	0.0	0.0	0.013	0.0	0.0	0.0	0.01	0.0	0.0	0.0	0.004	0.139	0.007	0.168	0.002
ITGA11	Q9UKX5	True	ITA11_HUMAN	a11b1 complex	CPI-SC0A0532ADC	0.0	0.0	0.001	0.0	0.179	0.0	0.0	0.0	0.0	0.0	0.002	0.002	0.0	0.0	0.013	0.0	0.0	0.0	0.01	0.0	0.0	0.0	0.004	0.139	0.007	0.168	0.002
ITGA11	Q9UKX5	True	ITA11_HUMAN	a11b1 complex	CPI-SC0CFF5E19D	0.0	0.0	0.001	0.0	0.179	0.0	0.0	0.0	0.0	0.0	0.002	0.002	0.0	0.0	0.013	0.0	0.0	0.0	0.01	0.0	0.0	0.0	0.004	0.139	0.007	0.168	0.002
ITGA11	Q9UKX5	True	ITA11_HUMAN	a11b1 complex	CPI-SC0DF641DAA	0.0	0.0	0.001	0.0	0.179	0.0	0.0	0.0	0.0	0.0	0.002	0.002	0.0	0.0	0.013	0.0	0.0	0.0	0.01	0.0	0.0	0.0	0.004	0.139	0.007	0.168	0.002
ITGA11	Q9UKX5	True	ITA11_HUMAN	a11b1 complex	CPI-SC0681D30FE	0.0	0.0	0.001	0.0	0.179	0.0	0.0	0.0	0.0	0.0	0.002	0.002	0.0	0.0	0.013	0.0	0.0	0.0	0.01	0.0	0.0	0.0	0.004	0.139	0.007	0.168	0.002
ITGA11	Q9UKX5	True	ITA11_HUMAN	a11b1 complex	CPI-SC02017BE74	0.0	0.0	0.001	0.0	0.179	0.0	0.0	0.0	0.0	0.0	0.002	0.002	0.0	0.0	0.013	0.0	0.0	0.0	0.01	0.0	0.0	0.0	0.004	0.139	0.007	0.168	0.002
ITGA11	Q9UKX5	True	ITA11_HUMAN	a11b1 complex	CPI-SC0861656EC	0.0	0.0	0.001	0.0	0.179	0.0	0.0	0.0	0.0	0.0	0.002	0.002	0.0	0.0	0.013	0.0	0.0	0.0	0.01	0.0	0.0	0.0	0.004	0.139	0.007	0.168	0.002
ITGA11	Q9UKX5	True	ITA11_HUMAN	a11b1 complex	CPI-SC04085F9F9	0.0	0.0	0.001	0.0	0.179	0.0	0.0	0.0	0.0	0.0	0.002	0.002	0.0	0.0	0.013	0.0	0.0	0.0	0.01	0.0	0.0	0.0	0.004	0.139	0.007	0.168	0.002
ITGA11	Q9UKX5	True	ITA11_HUMAN	a11b1 complex	CPI-SC0A54B5323	0.0	0.0	0.001	0.0	0.179	0.0	0.0	0.0	0.0	0.0	0.002	0.002	0.0	0.0	0.013	0.0	0.0	0.0	0.01	0.0	0.0	0.0	0.004	0.139	0.007	0.168	0.002
ITGA11	Q9UKX5	True	ITA11_HUMAN	a11b1 complex	CPI-SC0ECFACED2	0.0	0.0	0.001	0.0	0.179	0.0	0.0	0.0	0.0	0.0	0.002	0.002	0.0	0.0	0.013	0.0	0.0	0.0	0.01	0.0	0.0	0.0	0.004	0.139	0.007	0.168	0.002
ITGA11	Q9UKX5	True	ITA11_HUMAN	a11b1 complex	CPI-SC0CA323AE3	0.0	0.0	0.001	0.0	0.179	0.0	0.0	0.0	0.0	0.0	0.002	0.002	0.0	0.0	0.013	0.0	0.0	0.0	0.01	0.0	0.0	0.0	0.004	0.139	0.007	0.168	0.002
ITGA11	Q9UKX5	True	ITA11_HUMAN	a11b1 complex	CPI-SC0CBC30AB7	0.0	0.0	0.001	0.0	0.179	0.0	0.0	0.0	0.0	0.0	0.002	0.002	0.0	0.0	0.013	0.0	0.0	0.0	0.01	0.0	0.0	0.0	0.004	0.139	0.007	0.168	0.002
ITGA11	Q9UKX5	True	ITA11_HUMAN	a11b1 complex	CPI-SC0092846B0	0.0	0.0	0.001	0.0	0.179	0.0	0.0	0.0	0.0	0.0	0.002	0.002	0.0	0.0	0.013	0.0	0.0	0.0	0.01	0.0	0.0	0.0	0.004	0.139	0.007	0.168	0.002
ITGA11	Q9UKX5	True	ITA11_HUMAN	a11b1 complex	CPI-SC08AF9CA91	0.0	0.0	0.001	0.0	0.179	0.0	0.0	0.0	0.0	0.0	0.002	0.002	0.0	0.0	0.013	0.0	0.0	0.0	0.01	0.0	0.0	0.0	0.004	0.139	0.007	0.168	0.002
ITGA11	Q9UKX5	True	ITA11_HUMAN	a11b1 complex	CPI-SC07E958BDE	0.0	0.0	0.001	0.0	0.179	0.0	0.0	0.0	0.0	0.0	0.002	0.002	0.0	0.0	0.013	0.0	0.0	0.0	0.01	0.0	0.0	0.0	0.004	0.139	0.007	0.168	0.002
ITGA11	Q9UKX5	True	ITA11_HUMAN	a11b1 complex	CPI-SC08CC68F11	0.0	0.0	0.001	0.0	0.179	0.0	0.0	0.0	0.0	0.0	0.002	0.002	0.0	0.0	0.013	0.0	0.0	0.0	0.01	0.0	0.0	0.0	0.004	0.139	0.007	0.168	0.002
ITGA11	Q9UKX5	True	ITA11_HUMAN	a11b1 complex	CPI-SC0CE433AB8	0.0	0.0	0.001	0.0	0.179	0.0	0.0	0.0	0.0	0.0	0.002	0.002	0.0	0.0	0.013	0.0	0.0	0.0	0.01	0.0	0.0	0.0	0.004	0.139	0.007	0.168	0.002
ITGA11	Q9UKX5	True	ITA11_HUMAN	a11b1 complex	CPI-SC03BFF1D95	0.0	0.0	0.001	0.0	0.179	0.0	0.0	0.0	0.0	0.0	0.002	0.002	0.0	0.0	0.013	0.0	0.0	0.0	0.01	0.0	0.0	0.0	0.004	0.139	0.007	0.168	0.002
ITGA11	Q9UKX5	True	ITA11_HUMAN	a11b1 complex	CPI-SC03ADD2063	0.0	0.0	0.001	0.0	0.179	0.0	0.0	0.0	0.0	0.0	0.002	0.002	0.0	0.0	0.013	0.0	0.0	0.0	0.01	0.0	0.0	0.0	0.004	0.139	0.007	0.168	0.002
ITGA11	Q9UKX5	True	ITA11_HUMAN	a11b1 complex	CPI-SC0082A7233	0.0	0.0	0.001	0.0	0.179	0.0	0.0	0.0	0.0	0.0	0.002	0.002	0.0	0.0	0.013	0.0	0.0	0.0	0.01	0.0	0.0	0.0	0.004	0.139	0.007	0.168	0.002
ITGA11	Q9UKX5	True	ITA11_HUMAN	a11b1 complex	CPI-SC0674C647E	0.0	0.0	0.001	0.0	0.179	0.0	0.0	0.0	0.0	0.0	0.002	0.002	0.0	0.0	0.013	0.0	0.0	0.0	0.01	0.0	0.0	0.0	0.004	0.139	0.007	0.168	0.002
ITGA11	Q9UKX5	True	ITA11_HUMAN	a11b1 complex	CPI-SC03D71E025	0.0	0.0	0.001	0.0	0.179	0.0	0.0	0.0	0.0	0.0	0.002	0.002	0.0	0.0	0.013	0.0	0.0	0.0	0.01	0.0	0.0	0.0	0.004	0.139	0.007	0.168	0.002
ITGA11	Q9UKX5	True	ITA11_HUMAN	a11b1 complex	CPI-SC0DF986F22	0.0	0.0	0.001	0.0	0.179	0.0	0.0	0.0	0.0	0.0	0.002	0.002	0.0	0.0	0.013	0.0	0.0	0.0	0.01	0.0	0.0	0.0	0.004	0.139	0.007	0.168	0.002
ITGA11	Q9UKX5	True	ITA11_HUMAN	a11b1 complex	CPI-SC060984F83	0.0	0.0	0.001	0.0	0.179	0.0	0.0	0.0	0.0	0.0	0.002	0.002	0.0	0.0	0.013	0.0	0.0	0.0	0.01	0.0	0.0	0.0	0.004	0.139	0.007	0.168	0.002
ITGA11	Q9UKX5	True	ITA11_HUMAN	a11b1 complex	CPI-SC0014D5A6E	0.0	0.0	0.001	0.0	0.179	0.0	0.0	0.0	0.0	0.0	0.002	0.002	0.0	0.0	0.013	0.0	0.0	0.0	0.01	0.0	0.0	0.0	0.004	0.139	0.007	0.168	0.002
ITGA11	Q9UKX5	True	ITA11_HUMAN	a11b1 complex	CPI-SC0B066E03C	0.0	0.0	0.001	0.0	0.179	0.0	0.0	0.0	0.0	0.0	0.002	0.002	0.0	0.0	0.013	0.0	0.0	0.0	0.01	0.0	0.0	0.0	0.004	0.139	0.007	0.168	0.002
ITGA11	Q9UKX5	True	ITA11_HUMAN	a11b1 complex	CPI-SC0B4BD965C	0.0	0.0	0.001	0.0	0.179	0.0	0.0	0.0	0.0	0.0	0.002	0.002	0.0	0.0	0.013	0.0	0.0	0.0	0.01	0.0	0.0	0.0	0.004	0.139	0.007	0.168	0.002
ITGA11	Q9UKX5	True	ITA11_HUMAN	a11b1 complex	CPI-SC0247E9ADB	0.0	0.0	0.001	0.0	0.179	0.0	0.0	0.0	0.0	0.0	0.002	0.002	0.0	0.0	0.013	0.0	0.0	0.0	0.01	0.0	0.0	0.0	0.004	0.139	0.007	0.168	0.002
ITGA11	Q9UKX5	True	ITA11_HUMAN	a11b1 complex	CPI-SC0035F0B0F	0.0	0.0	0.001	0.0	0.179	0.0	0.0	0.0	0.0	0.0	0.002	0.002	0.0	0.0	0.013	0.0	0.0	0.0	0.01	0.0	0.0	0.0	0.004	0.139	0.007	0.168	0.002
ITGA11	Q9UKX5	True	ITA11_HUMAN	a11b1 complex	CPI-SC06ACCFA52	0.0	0.0	0.001	0.0	0.179	0.0	0.0	0.0	0.0	0.0	0.002	0.002	0.0	0.0	0.013	0.0	0.0	0.0	0.01	0.0	0.0	0.0	0.004	0.139	0.007	0.168	0.002
ITGA11	Q9UKX5	True	ITA11_HUMAN	a11b1 complex	CPI-SC069F9E62C	0.0	0.0	0.001	0.0	0.179	0.0	0.0	0.0	0.0	0.0	0.002	0.002	0.0	0.0	0.013	0.0	0.0	0.0	0.01	0.0	0.0	0.0	0.004	0.139	0.007	0.168	0.002
ITGA11	Q9UKX5	True	ITA11_HUMAN	a11b1 complex	CPI-SC0D2BDC009	0.0	0.0	0.001	0.0	0.179	0.0	0.0	0.0	0.0	0.0	0.002	0.002	0.0	0.0	0.013	0.0	0.0	0.0	0.01	0.0	0.0	0.0	0.004	0.139	0.007	0.168	0.002
ITGA11	Q9UKX5	True	ITA11_HUMAN	a11b1 complex	CPI-SC05F111D21	0.0	0.0	0.001	0.0	0.179	0.0	0.0	0.0	0.0	0.0	0.002	0.002	0.0	0.0	0.013	0.0	0.0	0.0	0.01	0.0	0.0	0.0	0.004	0.139	0.007	0.168	0.002
ITGA11	Q9UKX5	True	ITA11_HUMAN	a11b1 complex	CPI-SC0BCD683D4	0.0	0.0	0.001	0.0	0.179	0.0	0.0	0.0	0.0	0.0	0.002	0.002	0.0	0.0	0.013	0.0	0.0	0.0	0.01	0.0	0.0	0.0	0.004	0.139	0.007	0.168	0.002
ITGA11	Q9UKX5	True	ITA11_HUMAN	a11b1 complex	CPI-SC041215790	0.0	0.0	0.001	0.0	0.179	0.0	0.0	0.0	0.0	0.0	0.002	0.002	0.0	0.0	0.013	0.0	0.0	0.0	0.01	0.0	0.0	0.0	0.004	0.139	0.007	0.168	0.002
ITGA11	Q9UKX5	True	ITA11_HUMAN	a11b1 complex	CPI-SC037C3901A	0.0	0.0	0.001	0.0	0.179	0.0	0.0	0.0	0.0	0.0	0.002	0.002	0.0	0.0	0.013	0.0	0.0	0.0	0.01	0.0	0.0	0.0	0.004	0.139	0.007	0.168	0.002
ITGA11	Q9UKX5	True	ITA11_HUMAN	a11b1 complex	CPI-SC05B2AA866	0.0	0.0	0.001	0.0	0.179	0.0	0.0	0.0	0.0	0.0	0.002	0.002	0.0	0.0	0.013	0.0	0.0	0.0	0.01	0.0	0.0	0.0	0.004	0.139	0.007	0.168	0.002
ITGA11	Q9UKX5	True	ITA11_HUMAN	a11b1 complex	CPI-SC051B1E9C4	0.0	0.0	0.001	0.0	0.179	0.0	0.0	0.0	0.0	0.0	0.002	0.002	0.0	0.0	0.013	0.0	0.0	0.0	0.01	0.0	0.0	0.0	0.004	0.139	0.007	0.168	0.002
ITGA11	Q9UKX5	True	ITA11_HUMAN	a11b1 complex	CPI-SC0247375A7	0.0	0.0	0.001	0.0	0.179	0.0	0.0	0.0	0.0	0.0	0.002	0.002	0.0	0.0	0.013	0.0	0.0	0.0	0.01	0.0	0.0	0.0	0.004	0.139	0.007	0.168	0.002
ITGA1	P56199	True	ITA1_HUMAN	a1b1 complex	CPI-SC0B808E56A	0.164	0.0	0.055	0.0	0.0	0.016	0.0	0.092	0.168	0.035	0.198	1.511	0.0	0.791	0.439	0.049	0.043	0.036	0.063	0.0	0.165	0.016	0.134	0.089	0.1	1.573	0.042
ITGA1	P56199	True	ITA1_HUMAN	a1b1 complex	CPI-SC089D4762F	0.164	0.0	0.055	0.0	0.0	0.016	0.0	0.092	0.168	0.035	0.198	1.511	0.0	0.791	0.439	0.049	0.043	0.036	0.063	0.0	0.165	0.016	0.134	0.089	0.1	1.573	0.042
